,city_name,country_code,Latitude,Longitude,Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph),rand_lat,rand_lng
0,dikson,ru,73.51,80.55,-12.53,100,0,7.63,84.05000000008903,77.29999999976599
1,kavieng,pg,-2.57,150.8,80.53,100,68,9.64,13.52000000005296,153.6899999996965
2,tasiilaq,gl,65.61,-37.64,26.6,58,20,2.24,68.13000000008088,-43.76000000012391
3,barrow,us,39.51,-90.4,32.09,85,90,11.41,78.21000000008604,-165.55000000001314
4,mount gambier,au,-37.83,140.78,56.55,80,92,3.6,-56.80999999998302,128.35999999971955
5,saskylakh,ru,71.97,114.09,-30.53,51,68,3.6,73.56000000008368,120.90999999972632
6,kieta,pg,-6.22,155.63,80.35,100,92,3.04,1.0500000000465803,159.72999999969102
7,beringovskiy,ru,63.05,179.32,-16.4,100,8,16.46,59.24000000007635,176.86999999967543
8,nikolskoye,ru,59.7,30.79,12.2,85,90,11.18,49.63000000007145,173.1599999996788
9,webuye,ke,0.62,34.77,55.69,98,0,2.59,0.680000000046391,34.97999999980448
10,kaitangata,nz,-46.28,169.85,49.93,100,100,5.95,-59.73999999998452,178.41999999967402
11,the valley,ai,18.22,-63.06,81.54,61,20,11.41,23.610000000058122,-62.600000000106775
12,lebu,cl,-37.62,-73.65,58.75,93,0,19.48,-37.97999999997339,-84.5600000000868
13,kununurra,au,-15.77,128.74,77,94,75,4.7,-15.339999999961805,129.45999999971855
14,puerto ayora,ec,-0.74,-90.35,86,55,75,13.87,-19.439999999963902,-104.81000000006838
15,cape town,za,-33.93,18.42,68,82,0,16.11,-74.81999999999223,-11.930000000152859
16,hermanus,za,-34.42,19.24,62.44,92,24,2.26,-66.90999999998819,2.8799999998336716
17,upernavik,gl,72.79,-56.15,-0.43,100,32,11.43,77.57000000008571,-51.62000000011676
18,east london,za,-33.02,27.91,74.68,97,92,28.99,-83.33999999999659,59.88999999978182
19,new ulm,us,44.31,-94.46,22.64,83,90,4.61,44.25000000006867,-94.73000000007755
20,fairbanks,us,64.84,-147.72,-25.21,75,40,1.36,68.310000000081,-146.7900000000302
21,adrar,dz,27.87,-0.29,60.8,29,0,12.75,24.84000000005875,2.3399999998341627
22,flinders,au,-34.58,150.85,59,77,75,12.75,-29.829999999969218,134.9099999997136
23,rikitea,pf,-23.12,-134.97,77.11,100,68,14.23,-36.33999999997255,-106.37000000006697
24,belaya gora,ru,68.54,146.19,-42.32,0,0,4.61,69.85000000008176,146.7699999997028
25,shubarshi,kz,48.59,57.19,-7.81,63,8,4.72,47.82000000007051,56.68999999978473
26,kapaa,us,22.08,-159.32,78.08,62,40,11.41,10.270000000051297,-174.09000000000538
27,bluff,nz,-46.6,168.33,51.91,100,68,12.66,-89.09999999999954,157.17999999969334
28,bambous virieux,mu,-20.34,57.76,77,94,75,13.87,-33.71999999997121,75.66999999976747
29,yatou,cn,33.81,104.32,16.9,94,12,1.81,36.39000000006466,122.77999999972462
30,busselton,au,-33.64,115.35,67.12,99,36,4.61,-49.899999999979485,90.76999999975374
31,castro,cl,-42.48,-73.76,66.2,59,0,6.93,-48.649999999978846,-89.83000000008201
32,hilo,us,19.71,-155.08,78.08,68,1,3.36,15.310000000053876,-155.68000000002212
33,mangrol,in,25.33,76.51,43.9,78,0,2.82,18.050000000055277,66.85999999977548
34,wad rawah,sd,15.16,33.13,71.58,49,0,12.44,16.340000000054403,33.67999999980566
35,avarua,ck,-21.21,-159.78,82.4,78,75,10.29,-32.739999999970706,-165.2600000000134
36,bethel,us,60.79,-161.76,-14.3,77,1,11.41,51.890000000072575,-167.5900000000113
37,san juan,us,26.19,-98.16,71.74,12,1,4.7,21.73000000005716,-66.23000000010347
38,jamestown,sh,-15.94,-5.72,70.63,100,64,11.21,-23.019999999965734,1.7099999998347357
39,georgetown,sh,-7.93,-14.42,77.29,100,0,15.79,-7.499999999957794,-14.250000000150749
40,sayat,tm,38.78,63.88,35.6,91,90,4.7,37.710000000065335,63.71999999977834
41,neosho,us,43.31,-88.52,29.57,77,90,13.87,36.76000000006485,-94.52000000007774
42,otjiwarongo,na,-20.46,16.65,70.09,68,48,7.96,-20.849999999964623,16.949999999820875
43,rabak,sd,13.18,32.74,73.06,40,0,13,13.09000000005274,33.199999999806096
44,necochea,ar,-38.55,-58.74,65.23,99,48,7.96,-48.04999999997854,-54.650000000114005
45,ushuaia,ar,-54.81,-68.31,56.8,71,40,31.09,-88.06999999999901,-72.01000000009822
46,ulaangom,mn,49.98,92.07,-31.7,44,0,2.71,47.10000000007014,91.66999999975292
47,carnarvon,au,-24.87,113.63,73.4,88,0,4.7,-31.139999999969888,87.07999999975709
48,ixtapa,mx,20.71,-105.21,78.8,57,5,9.17,7.470000000049865,-107.26000000006616
49,tiksi,ru,71.64,128.87,-31.3,53,0,5.73,87.79000000009097,132.09999999971615
50,hofn,is,64.25,-15.21,37.38,100,0,13.22,64.44000000007901,-15.410000000149694
51,arraial do cabo,br,-22.97,-42.02,86,70,40,3.36,-40.62999999997474,-20.430000000145128
52,te anau,nz,-45.41,167.72,47.95,92,100,3.71,-43.37999999997615,167.13999999968428
53,vao,nc,-22.67,167.48,77.7,97,76,10.87,-25.58999999996705,167.73999999968373
54,cam ranh,vn,11.92,109.15,77,83,40,4.7,11.260000000051804,110.90999999973542
55,torbay,ca,47.66,-52.73,30.2,80,40,5.82,33.20000000006303,-48.450000000119644
56,vaini,to,-21.2,-175.2,80.6,88,75,5.82,-26.21999999996737,-173.82000000000562
57,punta arenas,cl,-53.16,-70.91,54.55,71,92,19.46,-67.1199999999883,-112.77000000006115
58,new norfolk,au,-42.78,147.06,53.6,81,75,6.93,-73.67999999999165,125.7699999997219
59,santa maria,cv,16.6,-22.9,73.4,64,0,12.75,21.44000000005701,-22.690000000143073
60,ust-koksa,ru,50.27,85.62,-13.07,68,48,1.92,49.280000000071254,86.13999999975795
61,paita,pe,-5.09,-81.11,62.6,290,0,11.41,-7.029999999957553,-86.12000000008538
62,iqaluit,ca,63.75,-68.52,3.2,77,90,18.34,65.23000000007943,-70.30000000009977
63,lorengau,pg,-2.02,147.27,78.15,100,92,10.65,1.9500000000470408,147.69999999970196
64,albany,au,-35.02,117.88,57.2,93,0,8.05,-66.1399999999878,107.98999999973807
65,talnakh,ru,69.49,88.39,-46.1,0,0,1.59,68.80000000008124,90.02999999975441
66,lampazos de naranjo,mx,27.02,-100.51,69.15,35,0,3.6,26.860000000059784,-100.25000000007253
67,ribeira grande,pt,38.52,-28.7,62.6,93,75,11.41,36.300000000064614,-40.53000000012685
68,khatanga,ru,71.98,102.47,-12.89,61,48,4.61,78.77000000008633,102.27999999974327
69,atuona,pf,-9.8,-139.03,81.48,100,0,17.13,-3.279999999955635,-143.710000000033
70,port alfred,za,-33.59,26.89,74.01,81,36,19.04,-89.90999999999995,40.73999999979924
71,lavrentiya,ru,65.58,-170.99,8.8,100,68,20.83,70.64000000008218,-170.5300000000086
72,seymchan,ru,62.93,152.39,-30.98,50,24,2.59,64.07000000007884,154.00999999969622
73,ilulissat,gl,69.22,-51.1,24.8,85,90,10.29,75.80000000008482,-45.63000000012221
74,saint-philippe,re,-21.36,55.77,78.89,69,0,6.93,-61.86999999998561,70.65999999977203
75,menongue,ao,-14.66,17.68,63.3,97,24,2.15,-13.889999999961063,19.4499999998186
76,danshui,cn,22.81,114.46,69.8,77,0,11.18,22.5900000000576,114.7799999997319
77,port hardy,ca,50.7,-127.42,37.4,87,75,3.36,44.63000000006889,-133.76000000004206
78,catalina,ca,48.52,-53.08,32.92,100,80,19.82,48.35000000007079,-53.210000000115315
79,kurilsk,ru,45.23,147.88,32.43,100,80,14.67,45.4900000000693,146.74999999970282
80,poum,nc,-20.23,164.02,79.72,100,0,5.17,-21.09999999996475,158.55999999969208
81,hobart,au,-42.88,147.33,53.6,81,75,6.93,-71.72999999999065,151.8199999996982
82,dzhebariki-khaya,ru,62.22,135.8,-26.39,40,36,2.71,62.430000000077996,137.03999999971165
83,okhotsk,ru,59.36,143.24,-3.76,100,8,7.63,60.17000000007681,141.40999999970768
84,moron,mn,47.38,110.32,-13.48,55,12,6.4,49.300000000071265,98.63999999974658
85,itarema,br,-2.92,-39.92,83.14,68,8,14.79,0.590000000046345,-38.89000000012834
86,banda,in,25.47,80.33,47.32,70,0,3.83,24.140000000058393,79.07999999976437
87,port elizabeth,za,-33.92,25.57,69.8,83,0,14.99,-76.34999999999302,34.639999999804786
88,carbonia,it,39.17,8.53,48.02,81,0,4.7,38.200000000065586,8.04999999982897
89,olympia,us,47.05,-122.89,40.48,75,90,5.82,47.07000000007014,-122.92000000005191
90,rosarito,mx,27.04,-109.91,84.2,17,5,4.7,29.86000000006132,-119.91000000005465
91,cabo san lucas,mx,22.89,-109.91,82.69,47,5,8.05,16.06000000005426,-113.82000000006019
92,monrovia,lr,6.33,-10.8,78.8,94,20,8.41,0.5600000000463297,-14.870000000150185
93,buchanan,lr,5.88,-10.05,78.8,94,20,8.97,1.2100000000466622,-13.020000000151867
94,yellowknife,ca,62.45,-114.38,12.2,92,90,2.24,82.45000000008821,-102.43000000007055
95,henderson,us,36.04,-114.98,58.95,33,1,3.38,36.380000000064655,-78.55000000009227
96,mar del plata,ar,-46.43,-67.52,83.73,24,56,8.63,-45.87999999997743,-53.58000000011498
97,manono,cd,-7.3,27.4,68.83,97,76,3.83,-6.819999999957446,27.119999999811625
98,batticaloa,lk,7.71,81.69,72.34,100,92,16.8,7.840000000050054,82.17999999976155
99,coihaique,cl,-45.58,-72.07,71.6,37,0,9.17,-46.54999999997777,-71.25000000009891
100,hobbs,us,32.7,-103.14,69.15,16,1,19.46,32.080000000062455,-103.3700000000697
101,kjollefjord,no,70.95,27.35,28.4,74,0,24.16,69.57000000008162,27.039999999811698
102,victoria,sc,-4.62,55.45,78.8,88,40,5.82,-4.869999999956448,60.74999999978104
103,sao joao da barra,br,-21.64,-41.05,86,62,20,11.41,-26.29999999996741,-34.74000000013211
104,cidreira,br,-30.17,-50.22,74.59,94,44,11.77,-39.93999999997439,-39.49000000012779
105,morro bay,us,35.37,-120.85,63.66,54,1,11.41,34.83000000006386,-122.42000000005237
106,jacareacanga,br,-6.22,-57.76,80.6,78,20,4.7,-5.329999999956684,-58.280000000110704
107,galbshtadt,ru,53.23,78.98,0.88,73,44,15.23,53.46000000007339,78.80999999976461
108,provideniya,ru,64.42,-173.23,4.66,100,64,14.45,45.800000000069474,-178.20000000000164
109,lagos,ng,6.46,3.39,84.2,79,20,2.24,6.610000000049425,3.269999999833317
110,college,us,64.86,-147.8,-24.88,75,40,1.36,64.5900000000791,-149.68000000002758
111,ambilobe,mg,-13.19,49.05,70.09,100,92,4.16,-10.16999999995916,50.71999999979016
112,wabag,pg,-5.48,143.7,53.53,95,80,2.37,-5.599999999956822,143.89999999970541
113,sibut,cf,5.73,19.09,71.98,36,0,7.52,5.750000000048985,18.819999999819174
114,catuday,ph,16.29,119.81,77.65,100,76,3.04,16.55000000005451,118.79999999972824
115,smithers,ca,54.78,-127.17,12.2,92,75,2.59,57.2100000000753,-126.97000000004823
116,taitung,tw,22.76,121.15,63.88,100,64,7.74,22.2000000000574,123.17999999972426
117,aklavik,ca,68.22,-135.01,-10.52,83,90,2.24,70.31000000008203,-135.07000000004086
118,norman wells,ca,65.28,-126.83,-13.01,83,90,3.71,76.68000000008527,-121.15000000005352
119,chokurdakh,ru,70.62,147.9,-32.38,57,0,8.52,76.55000000008522,148.94999999970082
120,palembang,id,-2.99,104.76,72.48,99,88,4.5,-3.209999999955599,104.83999999974094
121,katsuura,jp,33.93,134.5,54.64,100,75,6.93,20.660000000056613,154.37999999969588
122,saldanha,za,-33.01,17.94,66.2,82,8,11.41,-39.7699999999743,4.95999999983178
123,ceyhan,tr,37.03,35.82,47.34,87,0,6.93,36.810000000064875,35.92999999980361
124,hami,cn,42.84,93.51,1.65,57,0,9.42,37.300000000065126,92.42999999975223
125,ponta do sol,pt,32.67,-17.1,64.4,82,40,9.17,32.80000000006282,-21.280000000144355
126,gillingham,gb,51.39,0.55,50,76,0,11.41,51.33000000007229,0.5799999998357634
127,zyryanka,ru,65.73,150.89,-35.66,68,0,2.59,66.72000000008018,148.93999999970083
128,guiratinga,br,-16.35,-53.76,91.06,52,36,1.14,-15.559999999961917,-53.47000000011508
129,isangel,vu,-19.55,169.27,76.08,100,80,9.42,-18.23999999996329,173.28999999967868
130,dubbo,au,-32.25,148.6,68,56,0,10.29,-31.84999999997025,147.83999999970183
131,bredasdorp,za,-34.53,20.04,71.6,78,76,5.82,-65.5799999999875,19.499999999818556
132,taki,in,22.59,88.93,57.2,93,0,3.6,22.540000000057574,89.00999999975534
133,los llanos de aridane,es,28.66,-17.92,66.2,68,40,8.05,25.980000000059334,-23.710000000142145
134,sulangan,ph,11.14,123.72,79.27,100,80,8.63,11.530000000051942,127.81999999972004
135,peniche,pt,39.36,-9.38,53.6,93,75,4.7,40.720000000066875,-16.630000000148584
136,garoua boulai,cm,5.88,14.55,63.93,41,0,7.74,5.500000000048857,14.489999999823112
137,tazovskiy,ru,67.47,78.7,-36.16,70,0,12.1,71.36000000008255,75.37999999976773
138,paracuru,br,-3.41,-39.03,84.2,66,0,13.87,1.450000000046785,-35.980000000130985
139,solnechnyy,ru,50.72,136.64,-22.97,34,0,2.37,58.910000000076195,137.89999999971087
140,cayenne,gf,4.94,-52.33,82.4,74,75,10.29,10.130000000051226,-42.63000000012494
141,rawson,ar,-43.3,-65.11,85.48,24,0,5.17,-48.33999999997869,-59.42000000010967
142,itoman,jp,26.12,127.67,66.09,73,20,5.82,22.63000000005762,128.12999999971976
143,port blair,in,11.67,92.75,80.13,100,80,2.71,12.500000000052438,95.5299999997494
144,rio grande,br,-32.03,-52.1,82.4,69,40,9.17,-39.499999999974165,-43.31000000012432
145,constitucion,mx,23.99,-104.67,62.6,9,5,5.82,22.290000000057447,-115.58000000005859
146,saint-francois,gp,16.25,-61.27,80.6,65,20,8.05,18.440000000055477,-56.72000000011212
147,sioux lookout,ca,50.1,-91.92,8.6,84,90,3.36,51.070000000072184,-89.75000000008208
148,severo-kurilsk,ru,50.68,156.12,29.68,100,48,22.5,43.9000000000685,163.53999999968755
149,kodiak,us,39.95,-94.76,36.57,64,40,4.7,44.83000000006899,-146.61000000003037
150,qaqortoq,gl,60.72,-46.03,25.27,85,0,0.47,62.75000000007816,-46.260000000121636
151,abonnema,ng,4.71,6.79,73.4,78,0,8.75,2.3400000000472403,5.669999999831134
152,gizo,sb,-8.1,156.84,83.95,100,76,7.74,-10.829999999959497,155.69999999969468
153,gola gokarannath,in,28.07,80.48,41.7,79,0,3.27,28.190000000060465,80.62999999976296
154,sao filipe,cv,14.9,-24.5,76.53,89,88,13.33,7.730000000049998,-27.230000000138944
155,verkhnyaya inta,ru,65.99,60.32,13.48,70,80,9.19,64.98000000007929,61.1199999997807
156,kattivakkam,in,13.22,80.32,80.6,83,40,8.05,14.290000000053354,81.83999999976186
157,severobaykalsk,ru,55.65,109.32,-17.3,45,20,2.59,55.17000000007425,108.46999999973764
158,moree,au,-29.46,149.84,69.8,32,40,16.11,-29.749999999969177,149.55999999970027
159,bathsheba,bb,13.22,-59.52,82.4,69,40,17.22,21.910000000057252,-44.250000000123464
160,hamilton,bm,32.3,-64.78,69.8,83,90,24.16,31.410000000062112,-65.59000000010406
161,gunjur,gm,13.18,-16.76,75.2,53,0,4.7,13.040000000052714,-17.970000000147365
162,thompson,ca,55.74,-97.86,3.2,84,90,9.17,70.38000000008205,-88.21000000008348
163,kamachumu,tz,-1.62,31.62,66.2,93,75,3.94,-1.5199999999547344,31.609999999807542
164,tingi,tz,-11.3,35.03,72.75,100,88,3.15,-11.669999999959927,35.46999999980403
165,buturlinovka,ru,50.83,40.59,15.55,91,76,7.74,50.64000000007195,40.56999999979939
166,fecamp,fr,49.76,0.37,52.74,87,75,14.99,50.100000000071674,0.22999999983608177
167,kragero,no,58.87,9.41,28.4,92,90,12.75,58.880000000076166,9.59999999982756
168,sinnamary,gf,5.38,-52.96,78.78,100,64,10.31,15.340000000053891,-45.800000000122054
169,kavaratti,in,10.57,72.64,81.07,100,0,3.6,7.800000000050034,63.93999999977814
170,pisco,pe,-13.71,-76.2,71.6,30,0,14.99,-14.229999999961237,-77.48000000009324
171,progreso,mx,20.25,-99.19,62.8,37,0,3.6,21.600000000057094,-89.91000000008194
172,amapa,br,-1.83,-56.23,82.96,77,80,4.27,2.900000000047527,-49.74000000011847
173,nome,us,30.04,-94.42,63.09,26,1,10.29,69.16000000008142,-166.46000000001231
174,daugai,lt,54.36,24.35,27.5,100,90,5.82,54.2900000000738,24.339999999814154
175,bandarbeyla,so,9.49,50.81,76.3,100,80,21.72,9.080000000050688,56.849999999784586
176,manta,ec,-0.95,-80.73,77.65,95,0,7.63,-0.4199999999541717,-84.48000000008687
177,butaritari,ki,3.07,172.79,79.95,100,56,3.71,21.8100000000572,178.12999999967428
178,san patricio,mx,19.22,-104.7,80.6,44,5,13.87,10.770000000051553,-109.61000000006402
179,narasannapeta,in,18.42,84.04,58.57,100,0,2.93,15.610000000054029,86.74999999975739
180,siguiri,gn,11.42,-9.17,74.59,37,0,8.97,11.980000000052172,-9.490000000155078
181,likasi,cd,-10.99,26.74,65.01,100,92,4.16,-10.889999999959528,26.95999999981177
182,suntar,ru,62.16,117.65,-20.36,59,8,2.71,59.95000000007673,119.76999999972736
183,haines junction,ca,60.75,-137.51,-2.9,65,36,2.15,57.65000000007552,-138.6700000000376
184,karlskrona,se,56.16,15.59,33.8,100,90,14.99,55.88000000007463,15.89999999982183
185,myaundzha,ru,63.05,147.18,-34.94,58,0,2.59,65.36000000007948,147.29999999970232
186,ketchikan,us,55.34,-131.65,36.37,78,90,5.82,58.53000000007597,-129.61000000004583
187,pontes e lacerda,br,-15.23,-59.33,86.16,75,48,4.83,-14.129999999961186,-60.060000000109085
188,ola,ru,59.58,151.3,10.87,100,0,10.31,55.340000000074355,151.56999999969844
189,douglas,us,31.51,-82.85,47.98,83,90,17.22,31.550000000062184,-109.48000000006414
190,husavik,is,66.04,-17.34,24.64,100,64,3.71,78.46000000008618,-8.63000000015586
191,port macquarie,au,-31.43,152.91,69.8,83,0,6.93,-32.3399999999705,154.6999999996956
192,shushtar,ir,32.05,48.86,53.6,100,0,2.82,32.46000000006265,48.84999999979186
193,danilovka,ru,50.35,44.12,9.21,85,76,7.85,50.44000000007185,43.7499999997965
194,nanortalik,gl,60.14,-45.24,29.05,84,8,3.94,54.560000000073956,-43.32000000012431
195,tuktoyaktuk,ca,69.44,-133.03,-11.21,83,90,3.36,87.46000000009079,-140.94000000003552
196,gazimurskiy zavod,ru,51.55,118.33,-0.56,70,64,7.96,51.60000000007244,118.7399999997283
197,baruun-urt,mn,46.68,113.28,-3.4,68,0,9.08,45.68000000006941,115.47999999973126
198,faanui,pf,-16.48,-151.75,83.55,100,64,14,-1.0399999999544889,-152.7300000000248
199,chuy,uy,-33.69,-53.46,71.62,90,0,15.01,-64.23999999998682,-23.070000000142727
200,taoudenni,ml,22.68,-3.98,60.96,32,0,12.21,24.540000000058598,-4.8000000001593435
201,west wendover,us,40.74,-114.07,41,67,75,9.17,39.080000000066036,-114.34000000005972
202,kupang,id,-10.16,123.6,80.53,98,92,12.21,-11.12999999995965,122.99999999972442
203,muncar,id,-8.43,114.34,75.63,100,88,1.92,-10.379999999959267,113.96999999973264
204,aykhal,ru,65.95,111.51,-36.88,68,12,6.62,69.72000000008171,109.42999999973676
205,katherine,au,-14.47,132.26,78.8,78,56,4.7,-17.49999999996291,131.4799999997167
206,balkhash,kz,46.84,74.98,-5.11,68,0,15.01,47.680000000070436,75.35999999976775
207,saint george,bm,32.38,-64.68,69.8,83,90,24.16,26.91000000005981,-54.90000000011378
208,kamenka,ru,53.19,44.05,11.23,90,88,7.96,66.53000000008007,44.009999999796264
209,kathmandu,np,27.71,85.32,48.2,93,75,3.15,31.11000000006196,86.48999999975763
210,muros,es,42.77,-9.06,55.4,93,75,13.87,43.270000000068194,-9.360000000155196
211,harper,lr,4.38,-7.71,83.14,99,0,9.98,5.230000000048719,-7.800000000156615
212,tomatlan,mx,19.93,-105.25,80.62,59,0,4.61,19.790000000056168,-105.22000000006801
213,acapulco,mx,16.86,-99.88,84.2,58,40,3.36,2.8900000000475217,-107.18000000006623
214,beloha,mg,-25.17,45.06,74.32,85,92,9.31,-31.879999999970266,42.33999999979778
215,paamiut,gl,61.99,-49.67,30.4,89,0,1.03,58.98000000007622,-55.07000000011362
216,mehamn,no,71.03,27.85,28.4,74,0,24.16,76.52000000008519,27.70999999981109
217,yar-sale,ru,66.83,70.83,-16.58,74,0,17.58,74.90000000008436,72.25999999977057
218,lagoa,pt,37.14,-8.45,55.4,82,0,8.05,49.57000000007139,-36.06000000013091
219,tessalit,ml,20.2,1.01,56.73,29,0,6.96,21.680000000057134,2.849999999833699
220,trairi,br,-3.28,-39.27,81.7,100,36,18.48,4.630000000048412,-34.70000000013215
221,willowmore,za,-33.3,23.49,61.54,78,24,2.15,-31.939999999970297,23.149999999815236
222,narsaq,gl,60.91,-46.05,6.46,52,0,3.94,77.91000000008592,-64.1100000001054
223,anadyr,ru,64.73,177.51,-25.61,74,76,13.42,64.5900000000791,175.11999999967702
224,cabangahan,ph,10.4,123.92,78.8,88,90,6.93,8.930000000050612,122.66999999972472
225,coquimbo,cl,-29.95,-71.34,64.4,68,40,12.75,-27.029999999967785,-88.90000000008285
226,hithadhoo,mv,-0.6,73.08,81.61,100,0,5.61,-21.129999999964767,82.96999999976083
227,morondava,mg,-20.3,44.28,86.16,70,36,8.97,-17.92999999996313,42.66999999979748
228,havre-saint-pierre,ca,50.23,-63.6,28.4,86,90,10.29,53.540000000073434,-63.65000000010582
229,mahebourg,mu,-20.41,57.7,77,94,75,13.87,-26.91999999996773,61.56999999978029
230,hasaki,jp,35.73,140.83,43.52,75,40,3.36,29.990000000061386,157.68999999969287
231,maldonado,uy,-34.91,-54.96,73.4,78,75,10.29,-36.589999999972676,-55.37000000011335
232,hailey,us,43.52,-114.32,33.8,47,5,2.59,44.03000000006858,-113.73000000006027
233,deputatskiy,ru,69.3,139.9,-37.64,0,32,2.15,72.41000000008307,139.89999999970905
234,cadereyta,mx,25.58,-99.98,68,35,5,6.93,25.64000000005916,-100.01000000007275
235,ucluelet,ca,48.94,-125.55,39.2,93,75,3.36,45.140000000069136,-129.82000000004564
236,sayyan,ye,15.17,44.32,31.03,75,0,2.37,15.18000000005381,44.9599999997954
237,inongo,cd,-1.93,18.29,73.6,92,24,2.15,-1.7499999999548521,19.75999999981832
238,lashio,mm,22.93,97.75,51.6,90,0,2.82,23.240000000057933,98.09999999974707
239,chara,ru,56.9,118.26,-8.26,68,48,2.26,56.76000000007508,118.1799999997288
240,celestun,mx,20.87,-90.4,73.11,98,0,15.68,22.320000000057462,-92.85000000007926
241,tuatapere,nz,-46.13,167.69,49.26,100,92,8.97,-46.07999999997753,159.89999999969086
242,kahului,us,20.89,-156.47,73.4,73,40,14.99,35.74000000006433,-149.1000000000281
243,richards bay,za,-28.77,32.06,69.96,89,68,7.4,-29.55999999996908,38.149999999801594
244,payakumbuh,id,-0.23,100.63,71.31,93,88,1.81,0.0200000000460534,100.17999999974518
245,san jeronimo,mx,29.37,-110.79,86,12,75,3.94,6.380000000049307,-105.85000000006744
246,iaciara,br,-14.1,-46.63,88.54,56,0,2.71,-14.699999999961477,-47.240000000120745
247,nevsehir,tr,38.62,34.71,42.8,81,75,3.36,38.63000000006582,34.58999999980483
248,naustdal,no,61.51,5.72,37.94,56,75,17.22,61.330000000077405,5.409999999831371
