,city_name,country_code,Latitude,Longitude,Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph),rand_lat,rand_lng
249,esperance,au,-33.86,121.89,57.2,76,0,16.11,-33.52999999997111,120.28999999972689
250,inhambane,mz,-23.87,35.38,76.08,100,92,10.98,-26.11999999996732,38.91999999980089
251,rengasdengklok,id,-6.16,107.3,78.46,100,56,7.18,-5.90999999995698,107.57999999973845
252,hammerfest,no,70.66,23.68,29.43,74,0,16.11,73.37000000008356,23.139999999815245
253,nizwa,om,22.93,57.53,48.9,78,0,2.59,21.760000000057175,55.57999999978574
254,batemans bay,au,-35.71,150.18,58.35,100,88,9.19,-40.419999999974635,153.5999999996966
255,zhigansk,ru,66.77,123.37,-25.45,39,0,7.85,70.93000000008232,120.43999999972675
256,methven,nz,-43.63,171.65,55.96,100,12,3.94,-43.74999999997634,171.7399999996801
257,ponta delgada,pt,37.73,-25.67,64.4,93,75,10.29,34.190000000063534,-25.820000000140226
258,berlevag,no,70.86,29.09,23,79,20,12.75,75.20000000008451,29.309999999809634
259,oksfjord,no,70.24,22.35,28.94,74,75,5.82,72.07000000008293,21.779999999816482
260,edremit,tr,38.43,43.26,30.2,92,40,3.36,39.67000000006635,27.15999999981159
261,san policarpo,ph,12.18,125.51,74.23,100,88,5.28,16.310000000054387,131.86999999971636
262,larap,ph,14.3,122.65,78.96,99,68,13,5.320000000048765,119.09999999972797
263,geraldton,au,-28.77,114.6,73.4,56,92,1.7,-34.75999999997174,90.66999999975383
264,khandyga,ru,62.65,135.58,-26.39,40,36,2.71,63.140000000078345,136.2299999997124
265,qaanaaq,gl,77.48,-69.36,-13.66,82,0,5.39,83.960000000089,-84.44000000008691
266,jhalida,in,23.36,85.98,40.53,85,0,2.71,23.41000000005802,86.16999999975792
267,labuhan,id,-2.54,115.51,72.75,98,80,2.15,-10.969999999959569,100.99999999974443
268,hokitika,nz,-42.72,170.96,57.58,100,92,8.52,-39.66999999997425,166.94999999968445
269,omboue,ga,-1.57,9.26,80.4,100,0,4.27,-4.509999999956264,3.139999999833435
270,ilhabela,br,-23.78,-45.36,79.99,96,12,8.19,-25.479999999966992,-44.8700000001229
271,nuqui,co,5.71,-77.27,87.8,62,75,4.72,5.480000000048847,-77.39000000009332
272,lunenburg,ca,44.38,-64.32,44.13,88,92,17.02,43.44000000006827,-63.75000000010573
273,tura,ru,64.27,100.22,-34.94,62,8,2.15,65.01000000007929,97.55999999974756
274,grand gaube,mu,-20.01,57.66,77,94,75,13.87,-16.61999999996246,60.829999999780966
275,aswan,eg,24.09,32.9,57.2,44,0,6.93,22.070000000057334,33.639999999805696
276,lowestoft,gb,52.48,1.75,45.28,93,0,8.05,52.3300000000728,2.5999999998339263
277,deyang,cn,31.12,104.39,43.45,98,92,2.59,31.54000000006218,104.16999999974155
278,sitka,us,37.17,-99.65,56.73,27,0,13.89,42.540000000067806,-142.24000000003434
279,coihueco,cl,-36.63,-71.83,86,25,0,10.29,-37.39999999997309,-70.44000000009964
280,margate,za,-30.86,30.37,72.21,93,92,21.39,-39.169999999973996,40.6699999997993
281,naze,jp,28.37,129.48,70.99,100,88,9.08,21.840000000057216,137.1099999997116
282,yumen,cn,40.29,97.04,7.27,85,68,11.21,34.560000000063724,95.17999999974973
283,kilimatinde,tz,-5.75,34.82,61.23,95,64,3.04,-6.239999999957149,35.01999999980444
284,pasighat,in,28.06,95.33,49.48,79,32,1.92,28.94000000006085,95.43999999974949
285,martapura,id,-3.41,114.85,78.37,100,92,6.73,-4.309999999956162,115.74999999973102
286,pevek,ru,69.7,170.27,-27.7,100,8,6.06,85.3400000000897,170.1899999996815
287,bilibino,ru,68.06,166.44,-44.03,0,8,2.59,69.75000000008174,166.81999999968457
288,road town,vg,18.42,-64.62,85.39,55,20,9.17,21.860000000057227,-63.65000000010582
289,petropavlovsk-kamchatskiy,ru,53.05,158.65,28.4,68,40,4.47,52.830000000073085,159.5399999996912
290,umm lajj,sa,25.02,37.27,62.62,100,0,6.62,26.880000000059795,39.53999999980033
291,nishihara,jp,35.74,139.53,45.54,57,75,2.24,18.78000000005565,134.8899999997136
292,mpika,zm,-11.84,31.4,63.61,99,92,4.38,-12.179999999960188,32.14999999980705
293,palauig,ph,15.44,119.9,74.23,100,68,3.04,15.440000000053942,119.87999999972726
294,juneau,us,58.3,-134.42,30.7,84,90,6.93,59.3100000000764,-133.66000000004215
295,jijiang,cn,29.8,120.61,55.4,100,75,8.95,28.700000000060726,106.33999999973958
296,termini imerese,it,37.98,13.7,51.8,76,40,6.93,38.220000000065596,13.759999999823776
297,ciudad del maiz,mx,22.4,-99.6,66.81,37,0,3.49,22.310000000057457,-99.91000000007284
298,honiara,sb,-9.43,159.96,79.63,89,44,1.14,-9.949999999959047,159.81999999969094
299,marovoay,mg,-16.11,46.64,80.6,83,40,4.7,-15.419999999961846,47.12999999979343
300,hohhot,cn,40.81,111.65,10.4,72,0,4.47,40.730000000066866,111.74999999973465
301,homer,us,59.64,-151.54,26.06,92,90,16.8,59.3100000000764,-150.90000000002647
302,bull savanna,jm,17.89,-77.59,77.02,83,88,3.6,15.760000000054106,-77.81000000009294
303,tommot,ru,58.97,126.27,-1.82,77,68,3.04,57.190000000075315,128.00999999971987
304,snezhnogorsk,ru,69.19,33.23,23,73,75,6.71,68.340000000081,87.35999999975684
305,alta floresta,br,-9.87,-56.08,84.04,80,20,1.7,-9.359999999958745,-53.46000000011509
306,pochutla,mx,15.74,-96.47,87.8,45,5,4.38,11.790000000052075,-95.330000000077
307,sola,vu,-13.88,167.55,83.86,92,32,5.73,-14.729999999961493,171.6299999996802
308,daru,pg,-9.07,143.21,75.13,100,92,9.75,-11.179999999959676,142.77999999970643
309,grindavik,is,63.84,-22.43,30.2,92,0,8.05,61.11000000007732,-25.33000000014067
310,na klang,th,17.3,102.21,73.2,91,64,3.94,17.070000000054776,101.98999999974353
311,maracacume,br,-2.04,-45.96,81.16,76,64,8.19,-2.5699999999552716,-45.820000000122036
312,pacasmayo,pe,-7.4,-79.57,70.95,92,0,11.65,-8.149999999958126,-81.01000000009003
313,vila velha,br,-3.71,-38.6,84.2,66,0,13.87,-26.21999999996737,-24.850000000141108
314,fallon,us,46.84,-105.12,35.96,92,40,9.17,39.28000000006614,-118.66000000005579
315,shihezi,cn,44.3,86.03,-2.99,85,64,5.61,43.96000000006853,86.01999999975806
316,san roque,ph,12.54,124.87,76.35,100,92,6.62,5.470000000048842,123.80999999972369
317,saint-denis,re,-20.87,55.47,78.6,61,90,17.22,-18.35999999996335,55.31999999978598
318,namibe,ao,-15.19,12.15,71.98,100,12,4.83,-13.529999999960879,8.749999999828333
319,pedro ii,br,-4.43,-41.45,74.73,78,80,4.05,-4.489999999956254,-41.390000000126065
320,gimli,ca,50.63,-96.99,16.5,90,88,16.8,51.29000000007227,-98.35000000007426
321,neiafu,to,-18.65,-173.98,82.4,83,75,5.82,-17.739999999963032,-173.76000000000568
322,yulara,au,-25.24,130.99,71.6,30,0,12.75,-21.159999999964782,128.44999999971947
323,batagay,ru,67.65,134.64,-52.04,0,20,2.71,68.370000000081,135.53999999971302
324,erdenet,mn,49.03,104.04,-10.6,31,0,10.31,49.420000000071326,104.9899999997408
325,kudahuvadhoo,mv,2.67,72.89,82.06,100,0,5.06,2.760000000047455,69.09999999977344
326,amga,ru,60.89,131.98,-16.58,71,76,2.71,60.47000000007699,132.4799999997158
327,cherskiy,ru,68.75,161.3,-32.42,57,48,2.93,74.22000000008401,157.7799999996928
328,gladstone,au,-23.84,151.26,80.6,78,24,5.82,-20.499999999964444,155.29999999969505
329,piacabucu,br,-10.41,-36.43,80.76,63,24,11.21,-14.579999999961416,-32.50000000013415
330,guerrero negro,mx,27.97,-114.04,76.93,38,32,5.61,13.010000000052699,-132.2900000000434
331,benghazi,ly,32.12,20.07,62.76,100,12,5.06,32.01000000006242,19.709999999818365
332,thinadhoo,mv,0.53,72.93,81.7,100,0,5.61,-0.5499999999542382,66.289999999776
333,lensk,ru,60.71,114.91,-6.91,44,24,4.05,61.83000000007769,115.96999999973082
334,aqtobe,kz,50.28,57.21,-4.01,76,75,2.24,50.46000000007186,57.22999999978424
335,ranong,th,9.96,98.62,79.99,100,0,1.14,9.350000000050827,96.70999999974833
336,homa bay,ke,-0.53,34.45,73.4,83,75,4.7,-0.7599999999543456,34.33999999980506
337,puerto escondido,mx,15.86,-97.07,79.05,100,12,6.51,11.050000000051696,-99.6300000000731
338,nouadhibou,mr,20.93,-17.03,68,56,0,5.82,23.49000000005806,-17.69000000014762
339,cacoal,br,-11.43,-61.44,86.65,66,12,0.69,-10.67999999995942,-61.04000000010819
340,bonfim,br,-20.33,-44.24,87.8,45,40,5.82,1.5500000000468361,-58.00000000011096
341,talaya,ru,55.79,84.89,10.4,78,75,17.9,60.9300000000772,153.3599999996968
342,grand forks,ca,49.03,-118.46,30.36,52,24,2.26,48.64000000007093,-118.30000000005612
343,ajdabiya,ly,30.75,20.22,43.9,85,0,3.83,31.190000000062,19.239999999818792
344,camacha,pt,33.08,-16.33,63.66,77,40,11.41,40.59000000006682,-17.45000000014784
345,atoka,us,34.39,-96.13,56.89,30,1,4.05,35.34000000006412,-89.79000000008205
346,inirida,co,3.87,-67.92,81.07,84,48,2.37,1.7600000000469436,-68.04000000010183
347,pathein,mm,16.78,94.73,74.46,94,92,6.4,17.300000000054894,93.18999999975154
348,longyearbyen,sj,78.22,15.64,35.6,64,75,18.34,81.86000000008792,22.389999999815927
349,port shepstone,za,-30.74,30.45,72.21,93,92,21.39,-36.68999999997273,39.599999999800275
350,aksu,cn,41.12,80.26,11.32,83,80,5.61,39.62000000006631,81.58999999976209
351,alanya,tr,36.55,32,46.4,93,0,4.7,35.94000000006443,31.559999999807587
352,sorland,no,67.67,12.69,35.6,59,0,5.82,72.58000000008317,6.099999999830743
353,malanje,ao,-9.54,16.35,67.12,87,12,5.06,-10.729999999959446,16.189999999821566
354,clyde river,ca,70.47,-68.59,-20.21,75,5,4.7,72.75000000008328,-67.850000000102
355,palmas,br,-10.18,-48.33,91.4,46,40,9.17,-10.159999999959155,-48.87000000011926
356,kiruna,se,67.86,20.23,17.6,92,90,9.17,67.62000000008064,19.3399999998187
357,wukari,ng,7.87,9.78,80.31,30,0,11.99,8.38000000005033,10.199999999827014
358,terney,ru,45.05,136.61,25.5,100,0,4.72,44.57000000006883,137.8699999997109
359,mocuba,mz,-16.84,36.99,75.81,94,80,2.82,-17.939999999963135,38.69999999980109
360,praia,cv,14.92,-23.51,73.4,64,0,18.34,7.470000000049865,-23.00000000014279
361,touros,br,-5.2,-35.46,84.2,66,20,14.99,-1.7199999999548368,-30.770000000135724
362,xining,cn,36.62,101.77,9.93,80,76,2.37,36.070000000064496,100.29999999974507
363,washington,us,38.9,-77.04,62.15,86,90,6.93,35.55000000006423,-76.61000000009403
364,altamira,br,-3.2,-52.21,80.6,94,75,1.12,-4.669999999956346,-52.14000000011629
365,saint john,ca,45.28,-66.06,42.75,93,90,11.41,44.70000000006891,-66.40000000010332
366,kuminskiy,ru,58.67,66.57,6.96,79,76,7.63,58.31000000007589,66.31999999977597
367,najran,sa,17.54,44.22,59,41,0,2.48,19.840000000056193,46.08999999979437
368,ishigaki,jp,24.34,124.16,75.85,100,48,9.42,24.830000000058746,123.75999999972373
369,piotrkow trybunalski,pl,51.41,19.7,37.4,86,90,6.93,51.40000000007234,19.569999999818492
370,cap-aux-meules,ca,47.38,-61.86,32,91,90,10.29,47.700000000070446,-62.500000000106866
371,beya,ru,53.05,90.92,9.75,57,76,8.63,52.800000000073055,90.78999999975372
372,portland,au,-33.35,149.98,54.52,94,92,3.94,-58.75999999998402,129.45999999971855
373,bowen,au,-20.01,148.25,78.8,94,75,6.93,-17.8699999999631,151.6199999996984
374,wenling,cn,28.38,121.38,55.11,97,80,4.27,27.560000000060143,122.4799999997249
375,roma,au,-26.57,148.79,72.75,92,56,7.18,-27.199999999967872,149.1999999997006
376,sovetskiy,ru,56.76,48.47,7.72,83,68,3.15,69.02000000008135,65.03999999977714
377,srednekolymsk,ru,67.46,153.71,-30.98,53,44,3.49,65.19000000007941,153.6999999996965
378,pirapora,br,-17.35,-44.95,76.98,74,12,0.36,-17.079999999962695,-44.85000000012292
379,bahir dar,et,11.59,37.39,48.22,77,0,3.71,11.440000000051896,36.88999999980274
380,bannu,pk,32.99,70.6,40.21,83,0,2.82,33.08000000006297,70.66999999977202
381,ruston,us,32.52,-92.64,56.98,33,1,9.17,32.820000000062834,-92.57000000007952
382,kawalu,id,-7.38,108.21,67.26,99,100,2.15,-11.429999999959804,107.33999999973867
383,champerico,gt,14.3,-91.92,86,58,40,9.17,11.810000000052085,-93.55000000007863
384,taltal,cl,-25.41,-70.49,68.7,69,0,3.38,-26.11999999996732,-72.60000000009768
385,ahipara,nz,-35.17,173.16,64.6,96,76,4.16,-33.33999999997101,168.92999999968265
386,vallenar,cl,-28.58,-70.76,71.8,69,0,2.93,-28.159999999968363,-73.19000000009714
387,shache,cn,38.42,77.24,11.68,73,48,6.4,36.890000000064916,78.58999999976481
388,visby,se,57.64,18.3,26.6,86,75,5.82,58.09000000007575,19.259999999818774
389,sistranda,no,63.73,8.83,32,100,0,25.28,71.04000000008239,4.7899999998319345
390,teguldet,ru,57.31,88.17,10.51,66,76,12.77,59.06000000007626,87.86999999975637
391,pran buri,th,12.39,99.9,82.06,100,20,6.73,12.520000000052448,100.30999999974506
392,dudinka,ru,69.41,86.18,-43.94,0,8,2.93,73.56000000008368,85.94999999975812
393,pangai,to,-19.8,-174.35,82.4,88,75,6.93,-20.069999999964224,-175.1600000000044
394,roebourne,au,-20.77,117.15,72.34,72,76,11.65,-22.629999999965534,118.05999999972892
395,mao,td,14.12,15.31,63.16,25,0,13,16.370000000054418,16.649999999821148
396,vardo,no,70.37,31.11,24.15,79,20,29.97,78.48000000008619,34.02999999980534
397,ureki,ge,42,41.78,47.34,93,75,3.36,42.03000000006756,41.34999999979868
398,alvand,ir,36.19,50.06,32,95,0,8.52,36.340000000064634,49.00999999979172
399,atambua,id,-9.11,124.89,76.57,100,24,5.73,-8.949999999958536,124.97999999972262
400,port lincoln,au,-34.72,135.86,58.98,94,0,9.98,-48.22999999997863,129.9599999997181
401,fort nelson,ca,58.81,-122.69,10.4,85,20,2.24,59.05000000007624,-123.79000000005112
402,luderitz,na,-26.65,15.16,63.48,68,0,19.82,-27.929999999968246,9.189999999827933
403,conceicao do araguaia,br,-8.26,-49.26,85.66,69,32,5.39,-8.209999999958157,-50.64000000011765
404,kropotkin,ru,45.43,40.58,32.25,98,76,6.96,59.780000000076626,116.10999999973069
405,broome,au,-17.97,122.23,84.2,83,24,10.29,-17.10999999996271,121.43999999972584
406,banikoara,bj,11.3,2.44,67.75,43,0,7.63,11.88000000005212,2.509999999834008
407,pangnirtung,ca,66.15,-65.72,-2.21,84,40,2.82,66.07000000007986,-63.160000000106265
408,zhuhai,cn,40.71,112.04,10.4,72,0,4.47,19.040000000055784,114.18999999973244
409,port-gentil,ga,-0.72,8.78,78.8,94,40,3.36,-0.7499999999543405,6.4699999998304065
410,takoradi,gh,4.89,-1.75,81.93,100,0,7.4,1.2500000000466827,-1.800000000162072
411,kijang,id,0.9,104.63,82.06,92,100,12.66,0.5700000000463348,104.47999999974127
412,kloulklubed,pw,7.04,134.26,81.48,100,80,8.19,3.9800000000480793,137.749999999711
413,korla,cn,41.76,86.15,3.13,75,44,1.59,40.820000000066926,85.38999999975863
414,san pedro,ar,-33.68,-59.66,80.44,56,0,16.46,-24.759999999966624,-62.9000000001065
415,general roca,ar,-39.03,-67.58,89.6,18,0,5.82,-40.279999999974564,-66.80000000010295
416,ostrovnoy,ru,68.05,39.51,8.44,80,32,8.63,82.13000000008805,42.15999999979795
417,teya,ru,60.37,92.63,1.11,68,64,6.4,60.77000000007712,92.37999999975227
418,ailigandi,pa,9.23,-78.02,80.62,79,100,7.4,10.710000000051522,-77.33000000009338
419,caravelas,br,-17.73,-39.27,80.58,100,0,21.94,-20.619999999964506,-31.74000000013484
420,alofi,nu,-19.06,-169.92,84.2,74,75,12.75,-28.029999999968297,-168.4500000000105
421,miandrivazo,mg,-19.53,45.46,74.23,82,76,2.82,-18.80999999996358,45.109999999795264
422,mandeville,us,30.36,-90.07,55.4,54,1,16.11,30.360000000061575,-90.05000000008181
423,nipawin,ca,53.36,-104.02,26.6,86,40,9.17,53.830000000073596,-103.42000000006965
424,marrakesh,ma,31.63,-7.99,57.2,58,0,4.7,29.620000000061196,-6.210000000158061
425,pacific grove,us,36.62,-121.92,61.57,72,90,3.36,28.520000000060634,-134.3600000000415
426,kargasok,ru,59.06,80.87,13.84,69,68,9.42,59.98000000007673,81.0299999997626
427,tarusa,ru,54.73,37.18,21.2,100,92,4.47,54.74000000007405,37.23999999980242
428,mehriz,ir,31.58,54.44,48.2,49,40,6.93,30.850000000061826,54.289999999786914
429,shingu,jp,33.72,135.99,64.15,100,92,17.69,29.680000000061227,137.8699999997109
430,vorukh,tj,39.85,70.58,2.55,78,36,1.59,39.830000000066434,70.50999999977216
431,kasongo-lunda,cd,-6.48,16.82,71.85,88,76,1.59,-6.6099999999573384,17.11999999982072
432,bangolo,ci,7.01,-7.49,74.01,71,0,3.6,6.900000000049573,-7.730000000156679
433,formosa do rio preto,br,-11.04,-45.19,91.6,26,32,6.96,-11.45999999995982,-45.61000000012223
434,sturgeon falls,ca,46.36,-79.93,28.4,92,90,17.22,46.28000000006972,-80.45000000009054
435,koslan,ru,63.46,48.9,1.69,70,44,3.83,65.66000000007963,48.57999999979211
436,buala,sb,-8.15,159.59,82.83,94,44,2.59,-6.549999999957308,159.0799999996916
437,avenal,us,36,-120.13,54.43,92,90,6.93,36.09000000006451,-120.00000000005457
438,krasnyy chikoy,ru,50.36,108.75,-15.68,62,8,2.26,49.370000000071286,108.97999999973717
439,sacu,ro,45.57,22.12,32,80,36,10.29,45.58000000006936,22.129999999816164
440,yura,pe,-16.25,-71.68,54.43,38,20,5.39,-16.14999999996222,-71.84000000009837
441,santa marta,co,11.24,-74.21,86,74,75,9.17,14.310000000053364,-74.59000000009587
442,mae sai,th,20.43,99.88,59,100,0,2.24,20.75000000005666,99.19999999974607
443,ust-omchug,ru,61.13,149.63,-30.85,47,24,2.48,59.780000000076626,147.61999999970203
444,praia da vitoria,pt,38.73,-27.07,64.4,93,40,15.12,42.69000000006787,-24.77000000014118
445,tottori,jp,35.5,134.23,47.01,100,92,2.15,36.4700000000647,133.98999999971443
446,izumo,jp,35.37,132.75,48.2,87,75,2.24,37.790000000065376,131.4999999997167
447,sarangani,ph,5.4,125.46,80.89,100,68,13,4.140000000048161,125.01999999972259
448,la palma,pa,8.4,-78.14,78.19,100,68,5.39,4.890000000048545,-80.02000000009093
449,chute-aux-outardes,ca,49.12,-68.38,32.68,98,90,19.46,51.55000000007243,-69.79000000010024
450,kargat,ru,55.19,80.28,7.23,85,88,24.18,55.440000000074406,80.62999999976296
451,victor harbor,au,-35.55,138.62,57.2,76,20,4.7,-38.5899999999737,137.48999999971124
452,porrentruy,ch,47.42,7.08,47.93,93,75,23.04,47.43000000007032,6.969999999829952
453,rafaela,ar,-31.25,-61.49,83.32,47,0,11.77,-31.519999999970082,-61.48000000010779
454,kuusamo,fi,65.96,29.19,10.4,85,75,4.7,65.0000000000793,29.329999999809615
455,shaunavon,ca,49.65,-108.41,33.51,72,92,17.25,48.79000000007102,-107.93000000006555
456,souillac,mu,-20.52,57.52,77,94,75,13.87,-53.93999999998155,75.48999999976763
457,zvishavane,zw,-20.32,30.05,71.31,81,92,11.43,-21.01999999996471,30.519999999808533
458,muroto,jp,33.37,134.14,59.65,100,24,7.52,31.300000000062056,134.0099999997144
459,palmas de monte alto,br,-14.26,-43.16,85.39,62,32,3.15,-14.259999999961252,-43.23000000012439
460,concordia,ar,-31.4,-58.02,82.4,54,75,12.75,-30.82999999996973,-59.180000000109885
461,kruisfontein,za,-34,24.73,69.96,82,8,11.77,-53.4499999999813,25.429999999813163
462,great falls,us,47.5,-111.29,39.6,32,75,28.86,48.360000000070784,-111.45000000006235
463,rocha,uy,-34.48,-54.34,71.71,80,32,9.86,-42.06999999997548,-48.42000000011967
464,portree,gb,57.41,-6.19,43.36,100,80,6.4,57.080000000075245,-6.700000000157615
465,tshela,cd,-4.99,12.94,72.48,95,88,3.94,-4.839999999956433,12.569999999824859
466,maragheh,ir,37.39,46.24,27.34,87,68,2.15,37.58000000006527,46.20999999979426
467,zaozerne,ua,51.37,23.94,32.2,94,88,13.67,43.77000000006842,32.02999999980716
468,traralgon,au,-38.19,146.54,58.03,79,0,3.49,-39.009999999973914,146.8899999997027
469,fritzlar,de,51.13,9.27,51.8,66,75,19.46,51.150000000072225,9.209999999827915
470,brae,gb,60.4,-1.35,43.59,87,88,8.05,62.15000000007785,-2.3600000001615626
471,alihe,cn,50.57,123.73,-1.82,77,92,2.15,50.280000000071766,124.57999999972299
472,sawakin,sd,19.1,37.33,71.71,92,92,10.76,20.46000000005651,37.74999999980196
473,bilma,ne,18.69,12.92,55.42,54,48,6.4,16.620000000054546,11.229999999826077
474,nata,bw,-20.21,26.19,81.75,42,0,13.22,-19.419999999963892,26.649999999812053
475,pierre,us,44.37,-100.35,44.96,47,1,3.36,43.79000000006846,-99.32000000007338
476,lompoc,us,34.64,-120.46,64.33,63,1,4.7,28.310000000060526,-130.02000000004546
477,oranjestad,aw,12.52,-70.03,84.2,66,40,23.04,14.370000000053395,-71.07000000009907
478,cockburn town,bs,24.03,-74.52,81.16,91,80,22.39,24.910000000058787,-73.21000000009712
479,el tarra,co,8.57,-73.09,83.55,41,36,2.71,8.77000000005053,-73.1200000000972
480,novyy urengoy,ru,66.08,76.63,-31.34,54,8,14.34,66.95000000008031,76.46999999976674
481,karangampel,id,-6.46,108.44,79.05,100,44,6.51,-6.239999999957149,108.77999999973736
482,rosetown,ca,51.55,-107.99,29.46,93,64,20.71,51.45000000007235,-107.61000000006584
483,bugasong,ph,11.04,122.06,77.92,100,24,6.29,10.94000000005164,122.16999999972518
484,ancud,cl,-41.87,-73.83,66.2,59,0,6.93,-39.27999999997405,-103.40000000006967
485,tashla,ru,53.71,49.75,5,84,90,4.47,51.820000000072554,52.739999999788324
486,selma,us,36.57,-119.61,51.17,92,90,6.93,32.77000000006281,-87.00000000008458
487,ocos,gt,14.51,-92.19,86.95,58,40,9.17,12.200000000052285,-94.23000000007801
488,verkhnevilyuysk,ru,63.45,120.31,-30.35,51,0,1.7,61.56000000007754,120.00999999972714
489,atar,mr,20.52,-13.05,69.91,20,0,10.65,24.17000000005841,-10.590000000154077
490,mareeba,au,-16.99,145.42,80.6,88,75,5.82,-14.499999999961375,142.3699999997068
491,santa maria da boa vista,br,-8.8,-39.83,86.92,30,92,7.74,-8.579999999958346,-39.76000000012755
492,miri,my,4.41,114.01,77,100,75,3.36,5.910000000049067,111.73999999973466
493,tchibanga,ga,-2.92,11,73.38,96,44,2.59,-3.459999999955727,11.529999999825804
494,prince george,ca,53.92,-122.75,24.8,68,1,6.93,54.72000000007404,-122.43000000005236
495,laiwu,cn,36.19,117.66,24.6,75,0,2.71,36.16000000006454,117.65999999972928
496,hovd,mn,48.01,91.64,-21.13,26,0,2.59,46.53000000006983,102.50999999974306
497,lufilufi,ws,-13.87,-171.6,84.2,74,75,22.84,-4.549999999956285,-166.6000000000122
498,samarai,pg,-10.62,150.67,78.51,100,100,8.52,-10.219999999959185,152.30999999969777
499,banepa,np,27.63,85.52,48.2,93,75,3.04,27.77000000006025,85.61999999975842
